1000 7
8261 744 195
11942 71 55
14312 768 50
22943 246 164
43160 987 4
44695 658 127
63080 645 205
207 11942 13 208
208 11942 14 209
209 11942 15 197
210 22943 114 761
211 22943 9 486
212 63080 169 213
213 63080 170 914
214 22943 111 190
215 44695 45 342
216 63080 103 217
217 63080 104 218
218 63080 105 219
219 63080 106 158
220 44695 95 529
221 0 0 0
222 22943 12 167
223 0 0 0
224 44695 108 364
225 0 0 0
226 22943 128 556
227 0 0 0
228 22943 54 865
229 0 0 0
230 44695 123 769
231 0 0 0
232 14312 21 172
233 0 0 0
234 14312 36 906
235 0 0 0
236 44695 99 350
237 8261 116 238
238 8261 117 239
239 8261 118 240
240 8261 119 241
241 8261 120 242
242 8261 121 243
243 8261 122 969
244 44695 12 354
245 0 0 0
246 22943 1 377
247 0 0 0
248 22943 109 410
249 0 0 0
250 22943 56 343
251 0 0 0
252 22943 94 946
253 0 0 0
254 22943 26 174
255 63080 82 256
256 63080 83 257
257 63080 84 854
258 22943 87 6
259 0 0 0
260 44695 19 151
261 0 0 0
262 63080 158 263
263 63080 159 347
264 44695 56 346
265 0 0 0
266 22943 50 846
267 44695 85 537
268 22943 67 542
269 0 0 0
270 44695 61 188
271 0 0 0
272 22943 63 654
273 0 0 0
274 44695 64 306
275 0 0 0
276 8261 100 277
277 8261 101 278
278 8261 102 279
279 8261 103 280
280 8261 104 281
281 8261 105 282
282 8261 106 283
283 8261 107 284
284 8261 108 285
285 8261 109 286
286 8261 110 287
287 8261 111 288
288 8261 112 289
289 8261 113 290
290 8261 114 291
291 8261 115 237
292 44695 98 236
293 0 0 0
294 22943 100 156
295 0 0 0
296 63080 145 297
297 63080 146 531
298 22943 41 490
299 14312 48 489
300 63080 63 301
301 63080 64 302
302 63080 65 303
303 63080 66 785
304 14312 46 750
305 0 0 0
306 44695 65 843
307 0 0 0
308 44695 3 50
309 0 0 0
310 0 0 0
311 14312 32 954
312 22943 47 637
313 0 0 0
314 14312 13 502
315 0 0 0
316 14312 50 1
317 0 0 0
318 22943 124 737
319 63080 96 320
320 63080 97 321
321 63080 98 322
322 63080 99 99
323 44695 81 650
324 0 0 0
325 22943 99 294
326 22943 81 697
327 0 0 0
328 0 0 0
329 0 0 0
330 22943 80 326
331 0 0 0
332 44695 31 362
333 22943 148 440
334 22943 84 770
335 22943 130 924
336 63080 26 337
337 63080 27 338
338 63080 28 339
339 63080 29 340
340 63080 30 341
341 63080 31 128
342 44695 46 898
343 22943 57 86
344 44695 26 968
345 22943 49 266
346 44695 57 38
347 63080 160 348
348 63080 161 349
349 63080 162 667
350 44695 100 708
351 63080 197 352
352 63080 198 353
353 63080 199 566
354 44695 13 376
355 0 0 0
356 44695 33 438
357 0 0 0
358 0 0 0
359 63080 74 360
360 63080 75 434
361 44695 8 866
362 44695 32 356
363 0 0 0
364 44695 109 940
365 0 0 0
366 44695 83 591
367 0 0 0
368 14312 20 232
369 22943 11 222
370 22943 60 200
371 63080 119 372
372 63080 120 373
373 63080 121 104
374 14312 23 482
375 0 0 0
376 44695 14 443
377 22943 2 88
378 22943 70 860
379 0 0 0
380 22943 118 492
381 0 0 0
382 22943 40 298
383 0 0 0
384 22943 103 70
385 22943 145 544
386 63080 9 387
387 63080 10 388
388 63080 11 389
389 63080 12 390
390 63080 13 391
391 63080 14 392
392 63080 15 58
393 14312 8 408
394 22943 33 202
395 0 0 0
396 63080 36 397
397 63080 37 398
398 63080 38 399
399 63080 39 504
400 44695 87 938
401 22943 98 325
402 63080 109 403
403 63080 110 404
404 63080 111 405
405 63080 112 562
406 44695 103 144
407 0 0 0
408 14312 9 136
409 0 0 0
410 22943 110 214
411 0 0 0
412 14312 18 742
413 0 0 0
414 22943 122 934
415 14312 40 106
416 22943 23 863
417 0 0 0
418 63080 173 419
419 63080 174 739
420 44695 60 270
421 0 0 0
422 22943 156 652
423 14312 12 314
424 22943 105 52
425 0 0 0
426 22943 44 519
427 0 0 0
428 63080 126 429
429 63080 127 430
430 63080 128 901
431 22943 89 931
432 0 0 0
433 44695 63 274
434 63080 76 435
435 63080 77 498
436 44695 54 45
437 0 0 0
438 44695 34 922
439 0 0 0
440 22943 149 460
441 0 0 0
442 0 0 0
443 44695 15 90
444 63080 6 445
445 63080 7 446
446 63080 8 386
447 44695 11 244
448 22943 8 211
449 0 0 0
450 44695 97 292
451 0 0 0
452 44695 17 638
453 63080 188 454
454 63080 189 455
455 63080 190 64
456 44695 94 220
457 0 0 0
458 63080 178 844
459 22943 31 135
460 22943 150 54
461 0 0 0
462 0 0 0
463 14312 2 694
464 8261 15 465
465 8261 16 466
466 8261 17 467
467 8261 18 468
468 8261 19 469
469 8261 20 470
470 8261 21 471
471 8261 22 472
472 8261 23 473
473 8261 24 474
474 8261 25 475
475 8261 26 476
476 8261 27 477
477 8261 28 788
478 44695 48 873
479 0 0 0
480 0 0 0
481 0 0 0
482 14312 24 97
483 0 0 0
484 0 0 0
485 0 0 0
486 22943 10 369
487 0 0 0
488 0 0 0
489 14312 49 316
490 22943 42 74
491 22943 77 738
492 22943 119 847
493 0 0 0
494 44695 22 986
495 0 0 0
496 22943 30 459
497 0 0 0
498 63080 78 499
499 63080 79 500
500 63080 80 501
501 63080 81 255
502 14312 14 852
503 0 0 0
504 63080 40 505
505 63080 41 675
506 44695 41 625
507 0 0 0
508 22943 162 138
509 0 0 0
510 0 0 0
511 0 0 0
512 11942 4 513
513 11942 5 514
514 11942 6 515
515 11942 7 516
516 11942 8 517
517 11942 9 518
518 11942 10 205
519 22943 45 721
520 0 0 0
521 22943 108 248
522 22943 20 900
523 44695 107 224
524 63080 184 525
525 63080 185 664
526 63080 60 527
527 63080 61 528
528 63080 62 300
529 44695 96 450
530 22943 35 47
531 63080 147 532
532 63080 148 533
533 63080 149 42
534 44695 77 838
535 63080 143 536
536 63080 144 296
537 44695 86 400
538 22943 6 936
539 22943 75 134
540 22943 59 370
541 0 0 0
542 22943 68 711
543 0 0 0
544 22943 146 955
545 11942 30 546
546 11942 31 547
547 11942 32 548
548 11942 33 549
549 11942 34 714
550 44695 6 755
551 0 0 0
552 22943 83 334
553 0 0 0
554 0 0 0
555 14312 5 590
556 22943 129 335
557 0 0 0
558 0 0 0
559 0 0 0
560 22943 39 382
561 0 0 0
562 63080 113 563
563 63080 114 564
564 63080 115 193
565 22943 133 720
566 63080 200 567
567 63080 201 141
568 14312 7 393
569 0 0 0
570 11942 27 571
571 11942 28 572
572 11942 29 545
573 22943 86 258
574 44695 117 718
575 0 0 0
576 11942 19 577
577 11942 20 578
578 11942 21 579
579 11942 22 580
580 11942 23 581
581 11942 24 582
582 11942 25 583
583 11942 26 570
584 22943 143 2
585 14312 45 304
586 63080 70 587
587 63080 71 588
588 63080 72 589
589 63080 73 359
590 14312 6 568
591 44695 84 267
592 44695 43 644
593 0 0 0
594 22943 38 560
595 0 0 0
596 22943 137 154
597 22943 161 508
598 0 0 0
599 0 0 0
600 44695 76 534
601 0 0 0
602 8261 73 603
603 8261 74 604
604 8261 75 605
605 8261 76 606
606 8261 77 607
607 8261 78 608
608 8261 79 609
609 8261 80 610
610 8261 81 611
611 8261 82 612
612 8261 83 613
613 8261 84 614
614 8261 85 615
615 8261 86 616
616 8261 87 880
617 8261 7 618
618 8261 8 619
619 8261 9 620
620 8261 10 621
621 8261 11 622
622 8261 12 623
623 8261 13 624
624 8261 14 464
625 44695 42 592
626 63080 205 1
627 22943 164 1
628 44695 115 758
629 22943 126 899
630 44695 126 754
631 0 0 0
632 22943 65 8
633 0 0 0
634 0 0 0
635 0 0 0
636 44695 120 32
637 22943 48 345
638 44695 18 260
639 22943 72 670
640 63080 56 641
641 63080 57 642
642 63080 58 643
643 63080 59 526
644 44695 44 215
645 63080 1 646
646 63080 2 647
647 63080 3 648
648 63080 4 649
649 63080 5 444
650 44695 82 366
651 0 0 0
652 22943 157 98
653 44695 67 912
654 22943 64 632
655 0 0 0
656 22943 159 196
657 0 0 0
658 44695 1 56
659 0 0 0
660 44695 39 702
661 22943 132 565
662 14312 35 234
663 0 0 0
664 63080 186 665
665 63080 187 453
666 22943 53 228
667 63080 163 668
668 63080 164 669
669 63080 165 13
670 22943 73 192
671 0 0 0
672 63080 156 673
673 63080 157 262
674 14312 34 662
675 63080 42 676
676 63080 43 677
677 63080 44 998
678 8261 138 679
679 8261 139 680
680 8261 140 681
681 8261 141 682
682 8261 142 683
683 8261 143 684
684 8261 144 685
685 8261 145 686
686 8261 146 687
687 8261 147 688
688 8261 148 689
689 8261 149 690
690 8261 150 691
691 8261 151 692
692 8261 152 693
693 8261 153 177
694 14312 3 126
695 63080 195 696
696 63080 196 351
697 22943 82 552
698 0 0 0
699 44695 69 160
700 22943 135 752
701 0 0 0
702 44695 40 506
703 14312 29 809
704 44695 10 447
705 0 0 0
706 22943 15 36
707 0 0 0
708 44695 101 810
709 0 0 0
710 22943 139 928
711 22943 69 378
712 22943 79 330
713 0 0 0
714 11942 35 715
715 11942 36 716
716 11942 37 717
717 11942 38 992
718 44695 118 872
719 22943 52 666
720 22943 134 700
721 22943 46 312
722 44695 90 152
723 0 0 0
724 44695 113 964
725 0 0 0
726 44695 75 600
727 0 0 0
728 44695 52 62
729 63080 89 730
730 63080 90 731
731 63080 91 732
732 63080 92 895
733 11942 52 734
734 11942 53 735
735 11942 54 736
736 11942 55 1
737 22943 125 629
738 22943 78 712
739 63080 175 740
740 63080 176 741
741 63080 177 458
742 14312 19 368
743 0 0 0
744 8261 1 745
745 8261 2 746
746 8261 3 747
747 8261 4 748
748 8261 5 749
749 8261 6 617
750 14312 47 299
751 0 0 0
752 22943 136 596
753 0 0 0
754 44695 127 1
755 44695 7 361
756 44695 73 12
757 0 0 0
758 44695 116 574
759 0 0 0
760 14312 31 311
761 22943 115 965
762 44695 50 905
763 22943 142 584
764 22943 152 87
765 0 0 0
766 14312 42 814
767 0 0 0
768 14312 1 463
769 44695 124 66
770 22943 85 573
771 0 0 0
772 8261 182 773
773 8261 183 774
774 8261 184 775
775 8261 185 776
776 8261 186 777
777 8261 187 778
778 8261 188 779
779 8261 189 780
780 8261 190 781
781 8261 191 782
782 8261 192 783
783 8261 193 142
784 44695 111 944
785 63080 67 786
786 63080 68 787
787 63080 69 586
788 8261 29 789
789 8261 30 790
790 8261 31 791
791 8261 32 792
792 8261 33 793
793 8261 34 794
794 8261 35 795
795 8261 36 796
796 8261 37 797
797 8261 38 798
798 8261 39 799
799 8261 40 800
800 8261 41 801
801 8261 42 802
802 8261 43 803
803 8261 44 804
804 8261 45 805
805 8261 46 806
806 8261 47 807
807 8261 48 808
808 8261 49 815
809 14312 30 760
810 44695 102 406
811 0 0 0
812 44695 105 146
813 0 0 0
814 14312 43 950
815 8261 50 816
816 8261 51 817
817 8261 52 818
818 8261 53 819
819 8261 54 820
820 8261 55 821
821 8261 56 822
822 8261 57 823
823 8261 58 824
824 8261 59 825
825 8261 60 826
826 8261 61 827
827 8261 62 828
828 8261 63 829
829 8261 64 830
830 8261 65 831
831 8261 66 832
832 8261 67 833
833 8261 68 834
834 8261 69 835
835 8261 70 836
836 8261 71 837
837 8261 72 602
838 44695 78 877
839 0 0 0
840 14312 39 415
841 0 0 0
842 0 0 0
843 44695 66 653
844 63080 179 845
845 63080 180 874
846 22943 51 719
847 22943 120 49
848 11942 48 849
849 11942 49 850
850 11942 50 851
851 11942 51 733
852 14312 15 956
853 22943 93 252
854 63080 85 855
855 63080 86 856
856 63080 87 857
857 63080 88 729
858 22943 25 254
859 0 0 0
860 22943 71 639
861 0 0 0
862 22943 62 272
863 22943 24 858
864 22943 4 57
865 22943 55 250
866 44695 9 704
867 0 0 0
868 63080 193 869
869 63080 194 695
870 22943 91 164
871 0 0 0
872 44695 119 636
873 44695 49 762
874 63080 181 875
875 63080 182 876
876 63080 183 524
877 44695 79 933
878 0 0 0
879 0 0 0
880 8261 88 881
881 8261 89 882
882 8261 90 883
883 8261 91 884
884 8261 92 885
885 8261 93 886
886 8261 94 887
887 8261 95 888
888 8261 96 889
889 8261 97 890
890 8261 98 891
891 8261 99 276
892 44695 38 660
893 0 0 0
894 44695 71 960
895 63080 93 896
896 63080 94 897
897 63080 95 319
898 44695 47 478
899 22943 127 226
900 22943 21 204
901 63080 129 902
902 63080 130 903
903 63080 131 918
904 22943 14 706
905 44695 51 728
906 14312 37 984
907 0 0 0
908 0 0 0
909 44695 29 25
910 0 0 0
911 0 0 0
912 44695 68 699
913 0 0 0
914 63080 171 915
915 63080 172 418
916 44695 92 48
917 0 0 0
918 63080 132 919
919 63080 133 920
920 63080 134 921
921 63080 135 68
922 44695 35 17
923 0 0 0
924 22943 131 661
925 0 0 0
926 44695 5 550
927 0 0 0
928 22943 140 18
929 0 0 0
930 0 0 0
931 22943 90 870
932 22943 96 137
933 44695 80 323
934 22943 123 318
935 0 0 0
936 22943 7 448
937 0 0 0
938 44695 88 85
939 0 0 0
940 44695 110 784
941 0 0 0
942 44695 24 150
943 44695 28 909
944 44695 112 724
945 22943 117 380
946 22943 95 932
947 0 0 0
948 22943 18 132
949 0 0 0
950 14312 44 585
951 0 0 0
952 63080 124 953
953 63080 125 428
954 14312 33 674
955 22943 147 333
956 14312 16 84
957 0 0 0
958 0 0 0
959 0 0 0
960 44695 72 756
961 0 0 0
962 0 0 0
963 0 0 0
964 44695 114 628
965 22943 116 945
966 0 0 0
967 0 0 0
968 44695 27 943
969 8261 123 970
970 8261 124 971
971 8261 125 972
972 8261 126 973
973 8261 127 974
974 8261 128 975
975 8261 129 976
976 8261 130 977
977 8261 131 978
978 8261 132 979
979 8261 133 980
980 8261 134 981
981 8261 135 982
982 8261 136 983
983 8261 137 678
984 14312 38 840
985 0 0 0
986 44695 23 942
987 43160 1 988
988 43160 2 989
989 43160 3 990
990 43160 4 1
991 0 0 0
992 11942 39 993
993 11942 40 994
994 11942 41 995
995 11942 42 20
996 44695 59 420
997 0 0 0
998 63080 45 999
999 63080 46 28
